Departure,Return,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.)
2021-05-27T17:29:29,2021-05-27T17:51:07,116,Linnanmäki,006,Hietalahdentori,4304,1294
2021-05-27T17:29:25,2021-05-27T17:35:14,202,Merihaka,018,Porthania,1437,345
2021-05-27T17:29:23,2021-05-27T17:35:53,731,Leppävaarankäytävä,735,Mestarinkatu,455,389
2021-05-27T17:29:18,2021-05-27T17:35:24,024,Mannerheimintie,021,Töölönlahdenkatu,457,361
2021-05-27T17:29:18,2021-05-27T17:53:14,061,Länsisatamankatu,044,Sörnäinen (M),5280,1420
2021-05-27T17:29:13,2021-05-27T17:36:43,036,Apollonkatu,025,Narinkka,1359,447
2021-05-27T17:29:12,2021-05-27T17:43:55,042,Haapaniemenkatu,133,Paavalinpuisto,1815,878
2021-05-27T17:29:02,2021-05-27T17:41:23,545,Sähkömies,519,Tapionaukio,2360,738
2021-05-27T17:28:57,2021-05-27T17:29:18,201,Länsisatamankuja,201,Länsisatamankuja,0,16
2021-05-27T17:28:53,2021-05-27T17:32:22,213,Huopalahden asema,211,Haagan tori,863,205
2021-05-27T17:28:48,2021-05-27T17:47:48,015,Ritarikatu,079,Uimastadion,3410,1135
2021-05-27T17:28:46,2021-05-27T17:32:50,900,Orionintie,573,Urheilupuisto (M),839,239
2021-05-27T17:28:42,2021-05-27T17:38:13,112,Rautatieläisenkatu,078,Messeniuksenkatu,2093,567
2021-05-27T17:28:29,2021-05-27T17:54:14,077,Nordenskiöldinaukio,057,Lauttasaaren ostoskeskus,5145,1543
2021-05-27T17:28:28,2021-05-27T17:40:56,026,Kamppi (M),073,Kesäkatu,1969,748
2021-05-27T17:28:25,2021-05-27T17:36:00,012,Kanavaranta,122,Lintulahdenkatu,2009,450
2021-05-27T17:28:21,2021-05-27T17:35:00,094,Laajalahden aukio,089,Tilkanvierto,1386,394
2021-05-27T17:28:17,2021-05-27T18:02:03,059,Salmisaarenranta,501,Hanasaari,4464,2023
2021-05-27T17:28:15,2021-05-27T17:54:11,022,Rautatientori / länsi,139,Muotoilijankatu,6044,1553
2021-05-27T17:28:14,2021-05-27T17:34:05,031,Marian sairaala,024,Mannerheimintie,1090,347
2021-05-27T17:28:11,2021-05-27T17:41:30,110,Maistraatintori,093,Torpanranta,3478,798
2021-05-27T17:28:11,2021-05-27T17:32:21,210,Pajamäki,209,Takomotie,0,249
2021-05-27T17:28:10,2021-05-27T17:42:10,581,Niittykumpu (M),637,Ruomelantie,2341,840
2021-05-27T17:28:06,2021-05-27T17:42:32,581,Niittykumpu (M),637,Ruomelantie,2291,863
2021-05-27T17:28:04,2021-05-27T17:33:27,086,Kuusitie,095,Munkkiniemen aukio,1353,323
2021-05-27T17:28:02,2021-05-27T21:53:55,006,Hietalahdentori,009,Erottajan aukio,986,348
2021-05-27T17:28:00,2021-05-27T17:42:45,043,Karhupuisto,138,Arabiankatu,3322,881
2021-05-27T17:28:00,2021-05-27T17:41:14,107,Tenholantie,078,Messeniuksenkatu,2144,793
2021-05-27T17:27:59,2021-05-27T17:28:19,015,Ritarikatu,015,Ritarikatu,133.33,16
2021-05-27T17:27:56,2021-05-27T17:47:40,127,Teurastamo,089,Tilkanvierto,4610,1180
2021-05-27T17:27:54,2021-05-27T17:28:15,201,Länsisatamankuja,201,Länsisatamankuja,0,17
2021-05-27T17:27:48,2021-05-27T17:38:18,021,Töölönlahdenkatu,057,Lauttasaaren ostoskeskus,3675,628
2021-05-27T17:27:42,2021-05-27T17:35:04,030,Itämerentori,028,Lastenlehto,822,437
2021-05-27T17:27:41,2021-05-27T17:38:29,030,Itämerentori,051,Itälahdenkatu,2887,646
2021-05-27T17:27:40,2021-05-27T17:47:48,044,Sörnäinen (M),004,Viiskulma,4925,1203
2021-05-27T17:27:39,2021-05-27T17:30:31,060,Kaapelitehdas,030,Itämerentori,587,155
2021-05-27T17:27:36,2021-05-27T17:42:15,069,Kalevankatu,046,Diakoniapuisto,3520,875
2021-05-27T17:27:28,2021-05-27T17:31:21,360,Malmin asema,356,Laulurastaantie,1059,229
2021-05-27T17:27:28,2021-05-27T17:38:26,021,Töölönlahdenkatu,061,Länsisatamankatu,2519,654
2021-05-27T17:27:14,2021-05-27T17:41:50,130,Teollisuuskatu,123,Näkinsilta,2611,871
2021-05-27T17:27:10,2021-05-27T17:32:54,021,Töölönlahdenkatu,035,Cygnaeuksenkatu,853,340
2021-05-27T17:27:07,2021-05-27T17:27:36,150,Töölönlahden puisto,150,Töölönlahden puisto,200,24
2021-05-27T17:27:05,2021-05-27T17:45:46,125,Arielinkatu,140,Verkatehtaanpuisto,3983,1117
2021-05-27T17:27:04,2021-05-27T17:33:47,077,Nordenskiöldinaukio,077,Nordenskiöldinaukio,608,402
2021-05-27T17:27:02,2021-05-27T17:35:02,090,Paciuksenkaari,101,Munkkivuoren ostoskeskus,1551,475
2021-05-27T17:27:00,2021-05-27T17:35:25,075,Korjaamo,022,Rautatientori / länsi,2144,504
2021-05-27T17:26:57,2021-05-27T17:41:21,125,Arielinkatu,139,Muotoilijankatu,3366,863
2021-05-27T17:26:57,2021-05-27T17:41:09,072,Eteläinen Hesperiankatu,045,Brahen kenttä,2701,845
2021-05-27T17:26:54,2021-05-27T17:29:13,209,Takomotie,214,Valimon asema,667,134
2021-05-27T17:26:53,2021-05-27T17:44:00,207,Vanha Viertotie,082,Töölöntulli,3156,1021
2021-05-27T17:26:52,2021-05-27T17:32:17,018,Porthania,024,Mannerheimintie,755,321
2021-05-27T17:26:51,2021-05-27T17:57:13,240,Viikin normaalikoulu,138,Arabiankatu,5862,1822
2021-05-27T17:26:50,2021-05-27T17:38:50,044,Sörnäinen (M),044,Sörnäinen (M),601,719
2021-05-27T17:26:48,2021-05-27T17:36:33,041,Ympyrätalo,037,Töölönkatu,1955,584
2021-05-27T17:26:47,2021-05-27T17:45:02,121,Vilhonvuorenkatu,260,Herttoniemi (M),4094,1090
2021-05-27T17:26:46,2021-05-27T17:58:00,240,Viikin normaalikoulu,138,Arabiankatu,5865,1873
2021-05-27T17:26:44,2021-05-27T17:55:34,201,Länsisatamankuja,056,Luoteisväylä,3783,1726
2021-05-27T17:26:38,2021-05-27T18:17:42,379,Paloheinän kirjasto,379,Paloheinän kirjasto,2932,3056
2021-05-27T17:26:37,2021-05-27T17:54:04,113,Pasilan asema,294,Postipuisto,3465,1644
2021-05-27T17:26:35,2021-05-27T17:29:24,041,Ympyrätalo,149,Toinen linja,351,165
2021-05-27T17:26:21,2021-05-27T17:26:47,090,Paciuksenkaari,090,Paciuksenkaari,0,21
2021-05-27T17:26:20,2021-05-27T17:30:33,040,Hakaniemi (M),122,Lintulahdenkatu,880,248
2021-05-27T17:26:17,2021-05-27T17:50:09,224,Vesakkotie,044,Sörnäinen (M),6097,1428
2021-05-27T17:26:04,2021-05-27T17:32:08,541,"Aalto-yliopisto (M), Korkeakouluaukio",553,Metsänneidonpolku,1315,363
2021-05-27T17:26:02,2021-05-27T17:36:08,018,Porthania,033,Kauppakorkeakoulu,1470,601
2021-05-27T17:26:01,2021-05-27T17:30:54,018,Porthania,010,Kasarmitori,498,284
2021-05-27T17:25:57,2021-05-27T17:31:56,733,Läkkitori,711,Kirjurinkuja,1184,355
2021-05-27T17:25:50,2021-05-27T17:26:00,090,Paciuksenkaari,090,Paciuksenkaari,0,9
2021-05-27T17:25:50,2021-05-27T17:34:18,134,Haukilahdenkatu,126,Kalasatama (M),1470,507
2021-05-27T17:25:44,2021-05-27T17:33:34,249,Isosaarentie,252,Humalniementie,1323,466
2021-05-27T17:25:43,2021-05-27T17:51:20,038,Töölöntori,142,Koskelantie,4725,1536
2021-05-27T17:25:42,2021-05-27T17:48:54,075,Korjaamo,224,Vesakkotie,5715,1388
2021-05-27T17:25:42,2021-05-27T17:55:06,044,Sörnäinen (M),128,Päijänteentie,2904,1769
2021-05-27T17:25:37,2021-05-27T17:45:18,068,Albertinkatu,045,Brahen kenttä,4135,1176
2021-05-27T17:25:35,2021-05-27T17:29:25,264,Eränkävijäntori,260,Herttoniemi (M),1159,226
2021-05-27T17:25:32,2021-05-27T17:35:02,015,Ritarikatu,008,Vanha kirkkopuisto,1339,565
2021-05-27T17:25:29,2021-05-27T17:51:23,142,Koskelantie,029,Baana,6007,1550
2021-05-27T17:25:29,2021-05-27T17:35:19,209,Takomotie,100,Teljäntie,1327,583
2021-05-27T17:25:24,2021-05-27T17:36:17,032,Eläinmuseo,077,Nordenskiöldinaukio,2560,649
2021-05-27T17:25:18,2021-05-27T17:36:26,029,Baana,057,Lauttasaaren ostoskeskus,2278,664
2021-05-27T17:25:16,2021-05-27T17:39:31,020,Kaisaniemenpuisto,133,Paavalinpuisto,3193,815
2021-05-27T17:25:13,2021-05-27T17:28:24,713,Upseerinkatu,727,Ratsutori,573,187
2021-05-27T17:25:11,2021-05-27T17:43:19,215,Pitäjänmäen asema,085,Jalavatie,5174,1084
2021-05-27T17:25:09,2021-05-27T17:42:11,090,Paciuksenkaari,038,Töölöntori,3282,846
2021-05-27T17:25:06,2021-05-27T17:44:58,113,Pasilan asema,059,Salmisaarenranta,5446,1192
2021-05-27T17:25:04,2021-05-27T17:45:14,039,Ooppera,003,Kapteeninpuistikko,3460,1209
2021-05-27T17:25:00,2021-05-27T17:38:39,122,Lintulahdenkatu,139,Muotoilijankatu,3894,815
2021-05-27T17:24:59,2021-05-27T17:30:29,727,Ratsutori,711,Kirjurinkuja,974,326
2021-05-27T17:24:57,2021-05-27T17:34:06,123,Näkinsilta,022,Rautatientori / länsi,1747,542
2021-05-27T17:24:55,2021-05-27T17:32:05,541,"Aalto-yliopisto (M), Korkeakouluaukio",553,Metsänneidonpolku,1278,426
2021-05-27T17:24:53,2021-05-27T17:37:30,009,Erottajan aukio,040,Hakaniemi (M),2507,753
2021-05-27T17:24:51,2021-05-27T17:44:41,016,Liisanpuistikko,025,Narinkka,3544,1186
2021-05-27T17:24:48,2021-05-27T17:36:45,008,Vanha kirkkopuisto,041,Ympyrätalo,2035,713
2021-05-27T17:24:45,2021-05-27T17:30:52,517,Länsituuli,579,Niittymaa,1566,362
2021-05-27T17:24:35,2021-05-27T17:35:42,009,Erottajan aukio,064,Tyynenmerenkatu,2105,663
2021-05-27T17:24:35,2021-05-27T17:37:53,207,Vanha Viertotie,218,Pohjois-Haagan asema,2842,794
2021-05-27T17:24:28,2021-05-27T17:33:00,043,Karhupuisto,126,Kalasatama (M),1745,511
2021-05-27T17:24:25,2021-05-27T17:27:50,141,Intiankatu,137,Arabian kauppakeskus,594,200
2021-05-27T17:24:23,2021-05-27T17:32:54,116,Linnanmäki,110,Maistraatintori,1370,506
2021-05-27T17:24:18,2021-05-27T17:27:55,532,Betonimies,547,Jämeräntaival,1033,217
2021-05-27T17:24:17,2021-05-27T17:36:39,074,Rajasaarentie,031,Marian sairaala,1962,737
2021-05-27T17:24:17,2021-05-27T17:33:03,208,Valimotie,094,Laajalahden aukio,2503,522
2021-05-27T17:24:17,2021-05-27T17:44:56,019,Rautatientori / itä,129,Pernajantie,3630,1235
2021-05-27T17:24:16,2021-05-27T17:44:52,533,Tekniikantie,089,Tilkanvierto,5215,1232
2021-05-27T17:24:15,2021-05-27T17:32:48,021,Töölönlahdenkatu,049,Annankatu,1308,509
2021-05-27T17:24:14,2021-05-27T17:36:22,201,Länsisatamankuja,030,Itämerentori,955,282
2021-05-27T17:24:12,2021-05-27T17:33:35,055,Puistokaari,052,Heikkilänaukio,1476,562
2021-05-27T17:24:10,2021-05-27T17:45:26,731,Leppävaarankäytävä,753,Linnuntie,1637,1271
2021-05-27T17:24:07,2021-05-27T17:54:24,116,Linnanmäki,211,Haagan tori,6585,1814
2021-05-27T17:24:07,2021-05-27T17:37:55,117,Brahen puistikko,110,Maistraatintori,1941,827
2021-05-27T17:24:06,2021-05-27T17:32:01,137,Arabian kauppakeskus,129,Pernajantie,1170,471
2021-05-27T17:24:04,2021-05-27T17:32:52,025,Narinkka,076,Olympiastadion,1762,523
2021-05-27T17:24:01,2021-05-27T17:48:34,163,Lehtisaarentie,565,Mankkaanaukio,5611,1469
2021-05-27T17:23:55,2021-05-27T17:26:58,069,Kalevankatu,063,Jätkäsaarenlaituri,697,182
2021-05-27T17:23:55,2021-05-27T17:51:43,201,Länsisatamankuja,125,Arielinkatu,6407,1664
2021-05-27T17:23:55,2021-05-27T17:32:07,258,Abraham Wetterin tie,251,Laajasalon ostoskeskus,1745,488
2021-05-27T17:23:54,2021-05-27T17:28:50,241,Agronominkatu,240,Viikin normaalikoulu,1008,295
2021-05-27T17:23:52,2021-05-27T17:54:11,235,Katariina Saksilaisen katu,111,Esterinportti,4602,1816
2021-05-27T17:23:47,2021-05-27T17:26:53,220,Ida Aalbergin tie,219,Näyttelijäntie,688,184
2021-05-27T17:23:41,2021-05-27T17:27:01,559,Pohjankulma,557,Louhentori,494,195
2021-05-27T17:23:40,2021-05-27T17:49:11,044,Sörnäinen (M),262,Siilitie (M),6350,1528
2021-05-27T17:23:36,2021-05-27T17:52:54,161,Eteläesplanadi,041,Ympyrätalo,3504,1754
2021-05-27T17:23:35,2021-05-27T17:36:42,094,Laajalahden aukio,163,Lehtisaarentie,3334,786
2021-05-27T17:23:29,2021-05-27T17:36:44,058,Lauttasaarensilta,021,Töölönlahdenkatu,3538,792
2021-05-27T17:23:29,2021-05-27T17:29:28,162,Leppäsuonaukio,063,Jätkäsaarenlaituri,1005,357
2021-05-27T17:23:23,2021-05-27T17:33:48,041,Ympyrätalo,032,Eläinmuseo,2410,625
2021-05-27T17:23:22,2021-05-27T17:29:39,505,Westendinasema,585,Haukilahdenaukio,1998,376
2021-05-27T17:23:19,2021-05-27T17:23:46,090,Paciuksenkaari,090,Paciuksenkaari,1,26
2021-05-27T17:23:19,2021-05-27T17:29:44,024,Mannerheimintie,049,Annankatu,792,380
2021-05-27T17:23:19,2021-05-27T17:38:29,239,Viikin tiedepuisto,370,Rapakiventie,2282,905
2021-05-27T17:23:17,2021-05-27T17:35:51,211,Haagan tori,111,Esterinportti,2742,750
2021-05-27T17:23:15,2021-05-27T17:25:06,547,Jämeräntaival,545,Sähkömies,365,105
2021-05-27T17:23:15,2021-05-27T17:42:53,022,Rautatientori / länsi,056,Luoteisväylä,5572,1174
2021-05-27T17:23:07,2021-05-27T17:36:16,044,Sörnäinen (M),019,Rautatientori / itä,2423,784
2021-05-27T17:23:07,2021-05-27T17:27:03,308,Mosaiikkitori,316,Punakiventie,902,231
2021-05-27T17:23:06,2021-05-27T17:35:33,573,Urheilupuisto (M),553,Metsänneidonpolku,2509,742
2021-05-27T17:23:03,2021-05-27T17:38:56,011,Unioninkatu,127,Teurastamo,3463,949
2021-05-27T17:23:03,2021-05-27T17:36:50,133,Paavalinpuisto,113,Pasilan asema,3035,824
2021-05-27T17:23:03,2021-05-27T17:36:45,707,Majurinkulma,747,Leppävaaran uimahalli,2907,818
2021-05-27T17:22:54,2021-05-27T17:31:19,123,Näkinsilta,125,Arielinkatu,1715,501
2021-05-27T17:22:53,2021-05-27T17:31:19,041,Ympyrätalo,035,Cygnaeuksenkatu,2107,504
2021-05-27T17:22:52,2021-05-27T17:28:44,241,Agronominkatu,240,Viikin normaalikoulu,1012,351
2021-05-27T17:22:52,2021-05-27T17:30:27,596,Toppelundinportti,573,Urheilupuisto (M),1848,451
2021-05-27T17:22:50,2021-05-27T17:27:28,021,Töölönlahdenkatu,037,Töölönkatu,1096,273
2021-05-27T17:22:46,2021-05-27T17:32:06,068,Albertinkatu,021,Töölönlahdenkatu,1594,556
2021-05-27T17:22:46,2021-05-27T17:26:02,059,Salmisaarenranta,060,Kaapelitehdas,622,195
2021-05-27T17:22:46,2021-05-27T17:43:19,039,Ooppera,207,Vanha Viertotie,4690,1227
2021-05-27T17:22:39,2021-05-27T17:32:48,064,Tyynenmerenkatu,008,Vanha kirkkopuisto,1752,604
2021-05-27T17:22:39,2021-05-27T17:34:00,076,Olympiastadion,029,Baana,2852,676
2021-05-27T17:22:38,2021-05-27T17:30:04,112,Rautatieläisenkatu,131,Elimäenkatu,1433,442
2021-05-27T17:22:37,2021-05-27T17:41:01,254,Agnetankuja,129,Pernajantie,5268,1100
2021-05-27T17:22:36,2021-05-27T17:31:33,557,Louhentori,517,Länsituuli,1500,535
2021-05-27T17:22:35,2021-05-27T17:45:52,112,Rautatieläisenkatu,224,Vesakkotie,4331,1392
2021-05-27T17:22:34,2021-05-27T17:35:16,232,Oulunkylän asema,233,Kirkkoherrantie,1950,757
2021-05-27T17:22:31,2021-05-27T17:25:17,126,Kalasatama (M),127,Teurastamo,408,161
2021-05-27T17:22:31,2021-05-27T17:26:06,034,Kansallismuseo,024,Mannerheimintie,652,214
2021-05-27T17:22:28,2021-05-27T17:33:05,036,Apollonkatu,059,Salmisaarenranta,2389,633
2021-05-27T17:22:27,2021-05-27T17:34:55,027,Eerikinkatu,043,Karhupuisto,3034,747
2021-05-27T17:22:26,2021-05-27T17:46:37,021,Töölönlahdenkatu,065,Hernesaarenranta,5061,1451
2021-05-27T17:22:24,2021-05-27T17:33:24,072,Eteläinen Hesperiankatu,077,Nordenskiöldinaukio,1221,655
2021-05-27T17:22:22,2021-05-27T17:44:48,041,Ympyrätalo,064,Tyynenmerenkatu,1654,1338
2021-05-27T17:22:20,2021-05-27T17:37:26,112,Rautatieläisenkatu,224,Vesakkotie,3651,901
2021-05-27T17:22:20,2021-05-27T17:42:07,127,Teurastamo,127,Teurastamo,10,1182
2021-05-27T17:22:17,2021-05-27T17:43:13,279,Puotinkylän kartano,311,Ramsinniementie,5548,1250
2021-05-27T17:22:16,2021-05-27T17:40:06,327,Humikkalankuja,319,Purjetie,3704,1066
2021-05-27T17:22:16,2021-05-27T17:35:28,018,Porthania,063,Jätkäsaarenlaituri,2613,787
2021-05-27T17:22:13,2021-05-27T17:25:15,018,Porthania,161,Eteläesplanadi,371,177
2021-05-27T17:21:56,2021-05-27T17:28:59,026,Kamppi (M),063,Jätkäsaarenlaituri,1054,421
2021-05-27T17:21:53,2021-05-27T17:44:17,615,Tiistiläntie,653,Lukutori,4833,1342
2021-05-27T17:21:52,2021-05-27T17:26:00,356,Laulurastaantie,360,Malmin asema,1176,243
2021-05-27T17:21:51,2021-05-27T17:27:17,573,Urheilupuisto (M),577,Olarinluoma,1406,319
2021-05-27T17:21:50,2021-05-27T17:38:21,011,Unioninkatu,124,Isoisänsilta,3767,969
2021-05-27T17:21:50,2021-05-27T17:24:10,205,Ilmalan asema,109,Hertanmäenkatu,508,140
2021-05-27T17:21:42,2021-05-27T17:36:06,711,Kirjurinkuja,215,Pitäjänmäen asema,2254,859
2021-05-27T17:21:41,2021-05-27T17:30:48,029,Baana,058,Lauttasaarensilta,1841,543
2021-05-27T17:21:39,2021-05-27T17:34:24,082,Töölöntulli,018,Porthania,3334,759
2021-05-27T17:21:38,2021-05-27T17:34:18,020,Kaisaniemenpuisto,113,Pasilan asema,3101,754
2021-05-27T17:21:38,2021-05-27T17:26:10,038,Töölöntori,074,Rajasaarentie,1045,271
2021-05-27T17:21:37,2021-05-27T17:29:49,096,Huopalahdentie,207,Vanha Viertotie,1357,488
2021-05-27T17:21:35,2021-05-27T17:39:40,011,Unioninkatu,058,Lauttasaarensilta,3640,1080
2021-05-27T17:21:35,2021-05-27T17:44:57,225,Maunula,035,Cygnaeuksenkatu,6999,1397
2021-05-27T17:21:35,2021-05-27T17:38:50,045,Brahen kenttä,008,Vanha kirkkopuisto,3632,1035
2021-05-27T17:21:34,2021-05-27T17:36:03,711,Kirjurinkuja,215,Pitäjänmäen asema,416,864
2021-05-27T17:21:34,2021-05-27T17:32:48,280,Puotilan ostoskeskus,284,Myllypuro (M),2248,669
2021-05-27T17:21:33,2021-05-27T17:38:02,140,Verkatehtaanpuisto,141,Intiankatu,1266,985
2021-05-27T17:21:32,2021-05-27T17:32:45,100,Teljäntie,090,Paciuksenkaari,2356,669
2021-05-27T17:21:27,2021-05-27T17:27:02,059,Salmisaarenranta,201,Länsisatamankuja,1272,329
2021-05-27T17:21:24,2021-05-27T17:41:11,123,Näkinsilta,134,Haukilahdenkatu,2789,1183
2021-05-27T17:21:24,2021-05-27T17:28:49,066,Ehrenströmintie,019,Rautatientori / itä,2448,444
2021-05-27T17:21:24,2021-05-27T17:42:18,711,Kirjurinkuja,727,Ratsutori,884,1250
2021-05-27T17:21:22,2021-05-27T17:25:17,547,Jämeräntaival,541,"Aalto-yliopisto (M), Korkeakouluaukio",812,229
2021-05-27T17:21:21,2021-05-27T17:30:47,573,Urheilupuisto (M),577,Olarinluoma,1658,561
2021-05-27T17:21:19,2021-05-27T17:24:47,116,Linnanmäki,117,Brahen puistikko,475,203
2021-05-27T17:21:19,2021-05-27T17:36:15,553,Metsänneidonpolku,559,Pohjankulma,3185,891
2021-05-27T17:21:19,2021-05-27T17:48:15,010,Kasarmitori,137,Arabian kauppakeskus,5327,1611
2021-05-27T17:21:17,2021-05-27T17:30:30,039,Ooppera,025,Narinkka,1631,547
2021-05-27T17:21:16,2021-05-27T17:35:38,011,Unioninkatu,062,Välimerenkatu,2765,858
2021-05-27T17:21:15,2021-05-27T17:37:58,140,Verkatehtaanpuisto,141,Intiankatu,1324,1003
2021-05-27T17:21:00,2021-05-27T17:50:10,075,Korjaamo,202,Merihaka,2817,1744
2021-05-27T17:20:57,2021-05-27T17:29:46,128,Päijänteentie,045,Brahen kenttä,1133,475
2021-05-27T17:20:51,2021-05-27T17:25:24,063,Jätkäsaarenlaituri,069,Kalevankatu,698,268
2021-05-27T17:20:49,2021-05-27T17:24:52,101,Munkkivuoren ostoskeskus,096,Huopalahdentie,774,241
2021-05-27T17:20:37,2021-05-27T17:41:07,241,Agronominkatu,137,Arabian kauppakeskus,5378,1226
2021-05-27T17:20:35,2021-05-27T17:33:11,262,Siilitie (M),240,Viikin normaalikoulu,3513,756
2021-05-27T17:20:35,2021-05-27T17:29:44,045,Brahen kenttä,037,Töölönkatu,1982,545
2021-05-27T17:20:33,2021-05-27T17:24:51,032,Eläinmuseo,021,Töölönlahdenkatu,788,254
2021-05-27T17:20:29,2021-05-27T17:25:59,021,Töölönlahdenkatu,031,Marian sairaala,1180,326
2021-05-27T17:20:18,2021-05-28T07:30:50,142,Koskelantie,106,Korppaanmäentie,3537,759
2021-05-27T17:20:18,2021-05-27T17:28:26,025,Narinkka,068,Albertinkatu,1300,483
2021-05-27T17:20:16,2021-05-27T17:20:43,039,Ooppera,039,Ooppera,8,27
2021-05-27T17:20:15,2021-05-27T17:23:44,051,Itälahdenkatu,054,Gyldenintie,1010,205
2021-05-27T17:20:15,2021-05-27T17:37:51,207,Vanha Viertotie,218,Pohjois-Haagan asema,2858,1052
2021-05-27T17:20:14,2021-05-27T17:28:10,025,Narinkka,068,Albertinkatu,1282,471
2021-05-27T17:20:11,2021-05-27T17:28:58,029,Baana,021,Töölönlahdenkatu,1562,505
2021-05-27T17:20:10,2021-05-27T17:26:05,239,Viikin tiedepuisto,240,Viikin normaalikoulu,1411,350
2021-05-27T17:20:04,2021-05-27T17:24:46,222,Huovitie,213,Huopalahden asema,845,279
2021-05-27T17:20:01,2021-05-27T17:25:15,627,Piispansilta,619,Etuniementie,845,308
2021-05-27T17:20:01,2021-05-27T17:25:27,115,Venttiilikuja,118,Fleminginkatu,788,322
2021-05-27T17:19:56,2021-05-27T17:39:16,703,Elfvik,543,Otaranta,5163,1159
2021-05-27T17:19:55,2021-05-27T17:33:16,084,Paciuksenkatu,103,Vihdintie,2763,801
2021-05-27T17:19:54,2021-05-27T17:33:14,019,Rautatientori / itä,115,Venttiilikuja,3207,800
2021-05-27T17:19:53,2021-05-27T17:24:11,547,Jämeräntaival,541,"Aalto-yliopisto (M), Korkeakouluaukio",737,255
2021-05-27T17:19:51,2021-05-27T17:39:56,063,Jätkäsaarenlaituri,063,Jätkäsaarenlaituri,1497,1183
2021-05-27T17:19:48,2021-05-27T17:26:29,162,Leppäsuonaukio,037,Töölönkatu,1137,397
2021-05-27T17:19:46,2021-05-27T17:22:23,005,Sepänkatu,003,Kapteeninpuistikko,334,153
2021-05-27T17:19:46,2021-05-27T17:35:19,074,Rajasaarentie,006,Hietalahdentori,3259,932
2021-05-27T17:19:45,2021-05-27T17:25:10,005,Sepänkatu,069,Kalevankatu,1255,320
2021-05-27T17:19:44,2021-05-27T17:25:48,555,Kalevalantie,519,Tapionaukio,1112,359
2021-05-27T17:19:40,2021-05-27T17:25:39,044,Sörnäinen (M),127,Teurastamo,790,354
2021-05-27T17:19:40,2021-05-27T17:25:16,026,Kamppi (M),004,Viiskulma,1272,332
2021-05-27T17:19:39,2021-05-27T17:25:44,018,Porthania,123,Näkinsilta,1386,360
2021-05-27T17:19:37,2021-05-27T17:45:38,126,Kalasatama (M),096,Huopalahdentie,6493,1553
2021-05-27T17:19:37,2021-05-27T17:23:56,126,Kalasatama (M),127,Teurastamo,504,258
2021-05-27T17:19:34,2021-05-27T17:26:31,231,Siltavoudintie,229,Käskynhaltijantie,449,413
2021-05-27T17:19:34,2021-05-27T17:34:19,022,Rautatientori / länsi,118,Fleminginkatu,3468,884
2021-05-27T17:19:32,2021-05-27T17:28:43,162,Leppäsuonaukio,064,Tyynenmerenkatu,1576,546
2021-05-27T17:19:26,2021-05-27T17:24:34,036,Apollonkatu,162,Leppäsuonaukio,782,304
2021-05-27T17:19:00,2021-05-27T17:27:37,076,Olympiastadion,023,Kiasma,1651,511
2021-05-27T17:19:00,2021-05-27T17:28:00,094,Laajalahden aukio,100,Teljäntie,1739,536
2021-05-27T17:19:00,2021-05-27T17:23:32,405,Jollas,250,Reiherintie,967,268
2021-05-27T17:18:58,2021-05-27T17:25:41,094,Laajalahden aukio,098,Ulvilantie,912,399
2021-05-27T17:18:57,2021-05-27T17:24:09,122,Lintulahdenkatu,123,Näkinsilta,610,307
2021-05-27T17:18:54,2021-05-27T17:37:24,061,Länsisatamankatu,091,Seurasaari,5401,1105
2021-05-27T17:18:53,2021-05-27T17:29:26,122,Lintulahdenkatu,124,Isoisänsilta,1580,632
2021-05-27T17:18:52,2021-05-27T17:33:02,218,Pohjois-Haagan asema,103,Vihdintie,3179,846
2021-05-27T17:18:52,2021-05-27T17:57:40,276,Puotinharju,259,Petter Wetterin tie,5352,2324
2021-05-27T17:18:41,2021-05-27T17:26:27,639,Itäportti,627,Piispansilta,1556,456
2021-05-27T17:18:39,2021-05-27T17:23:24,162,Leppäsuonaukio,036,Apollonkatu,769,280
2021-05-27T17:18:31,2021-05-27T17:23:44,031,Marian sairaala,021,Töölönlahdenkatu,1170,308
2021-05-27T17:18:26,2021-05-27T17:38:15,018,Porthania,137,Arabian kauppakeskus,4145,1185
2021-05-27T17:18:25,2021-05-27T17:30:59,030,Itämerentori,077,Nordenskiöldinaukio,2715,749
2021-05-27T17:18:22,2021-05-27T17:27:53,209,Takomotie,218,Pohjois-Haagan asema,2405,570
2021-05-27T17:18:19,2021-05-27T17:23:54,016,Liisanpuistikko,020,Kaisaniemenpuisto,1072,330
2021-05-27T17:18:12,2021-05-27T17:34:55,126,Kalasatama (M),133,Paavalinpuisto,1897,1002
2021-05-27T17:18:11,2021-05-27T17:26:01,034,Kansallismuseo,007,Designmuseo,1449,467
2021-05-27T17:18:08,2021-05-27T17:25:52,036,Apollonkatu,077,Nordenskiöldinaukio,1329,462
2021-05-27T17:18:04,2021-05-27T17:26:58,127,Teurastamo,040,Hakaniemi (M),1658,530
2021-05-27T17:18:02,2021-05-27T17:23:57,059,Salmisaarenranta,201,Länsisatamankuja,1470,350
2021-05-27T17:17:56,2021-05-27T17:24:59,021,Töölönlahdenkatu,007,Designmuseo,1343,420
